public	0.00012733732892495906
safety	0.00014362964710391005
number	9.502785740668588e-05
h	0.0002870877961217259
writes	7.837998466024942e-05
rights	0.00011508025983057795
want	7.323668268411374e-05
keep	9.955463897769526e-05
5	0.00023403896422966784
amendment	0.0001466308636105589
carry	0.00012506344805129907
going	7.69621218777225e-05
people	0.00014880328523263827
every	9.17821007186393e-05
think	0.00010333657582915525
r	0.00022380500235295834
laws	0.00010679379058367244
weapons	0.00013927520351167397
get	9.26089664908793e-05
batf	0.00011897679722786578
c	0.00023296943132861827
killed	9.855346096157764e-05
crime	0.00012855586795773377
one	0.00011799598047100453
take	7.371586365724473e-05
d	0.00013581433077894704
right	0.0001270157700135324
file	0.001589085675013952
firearm	0.00014622468393296734
like	0.00010129105709939925
com	8.792791217371739e-05
states	0.00016090807927790282
know	9.064321012668612e-05
6	0.00018521793298175863
second	0.00011144176004965888
see	7.820509097750781e-05
point	8.35446454782107e-05
handgun	0.0001478022567878989
children	0.0001317282713016818
thing	7.801298807655594e-05
many	9.56501507718298e-05
said	9.205772264271932e-05
two	0.00011039084278874144
something	7.967094911347705e-05
us	0.0001014032288126876
federal	0.00010463032271806075
u	0.00022797870577474113
militia	0.00044452303915622075
use	0.00010272848931935287
would	0.00015034395896514605
little	7.490431113232886e-05
ve	9.328991477390049e-05
far	7.378186890756868e-05
government	0.00011617170885159062
even	8.04848636292775e-05
j	0.00035596571494931733
go	7.762810426441353e-05
gun	0.00021915701445142743
really	7.003553090872748e-05
believe	9.303771170611487e-05
9	0.0002760459578093518
law	0.00013473048171204604
also	7.8062656787131e-05
good	9.029374232860734e-05
case	8.003244017730312e-05
l	0.00021544447065586508
e	0.00017563769506890903
v	0.00023678428932327096
weapon	0.00014686123417396906
m	0.00018750904022567358
must	8.754441363590934e-05
national	8.926165444904029e-05
w	0.000278684389903109
well	0.00010112847113294755
new	9.597922951190815e-05
made	7.146482745788518e-05
defense	0.00011245374502463917
guns	0.00015762453809178752
time	0.00010022279091714289
bill	0.00013954775772598253
semi	0.00018489637407033196
american	8.910566677165197e-05
country	8.183119883892353e-05
didn	7.88623230273894e-05
problem	0.0001079129906143721
still	7.156147410658856e-05
fire	0.00012365401775770815
things	8.53592746696236e-05
used	9.906488002029158e-05
control	0.00014973460614693804
4	0.00020026689003652655
way	7.607165104607943e-05
edu	8.886977702526305e-05
3	0.00019468930455468947
000	0.00023716930442786165
enough	7.905643480928722e-05
b	0.000262165088963151
k	0.0002811343625615979
1	0.00017942987257607869
q	0.0005643358895537958
arms	9.968326254226592e-05
first	9.605717269000781e-05
say	7.94778443765009e-05
could	9.531006134686329e-05
p	0.00022187564888439837
7	0.0003062848631338977
without	8.304608408149505e-05
mr	0.00014039125239308833
make	8.62302876764565e-05
someone	6.802462744819743e-05
re	8.881678898370969e-05
better	8.019601766905965e-05
may	8.974745348132967e-05
criminals	0.0001187042896758093
compound	0.00011975297391061981
fbi	0.00013729817706496642
self	0.00011438309849319916
day	8.17762662820838e-05
never	0.00011839214466163547
firearms	0.00016702688599247876
g	0.00023923983010143825
2	0.00020294844713586682
let	7.009984269101282e-05
y	0.0004553274185801566
n	0.00025467465784991813
o	0.0002870877961217259
much	8.268657722399938e-05
year	9.737560447202751e-05
state	0.000125043946500067
police	0.00014247533306289124
