years	0.0001146970825561616
riding	0.0001394831677366483
bmw	0.00016008523287250364
helmet	0.0002645853154420546
rider	0.0001713504900005687
name	0.0001688306298535015
writes	0.00011556046534320856
want	0.00011954685348876887
put	0.0001135711615579577
keep	0.0001199933403365327
ca	0.00012009546232830847
5	0.00013859230808869528
going	0.0001336621469313899
people	0.00013327260333377566
think	0.00011024388143418943
ride	0.00015871357941229147
need	0.00011305318497652783
least	0.00011317266625424556
back	0.00013711671430888115
get	0.00015064381313988615
work	0.00011621002090003967
last	0.0001086485154319878
road	0.00012725293742689293
one	0.0001645883336565403
look	0.0001220142808053585
mike	0.0001574912591916992
take	0.00011279373991634074
front	0.0001701938328838821
d	0.0001373026158874404
right	0.0001466918585614112
anyone	0.00011778222709887075
etc	0.00012901683952983996
like	0.00014603989474558273
com	0.0001361326836423548
dog	0.000370567668686351
know	0.0001327230686157127
see	0.00011807344689114816
thing	0.00012095328705922497
ed	0.0001791900549025555
please	0.0001337816659897488
said	0.00010394423106652146
two	0.00013407557763640504
something	0.00012498506329453247
us	0.000129398223768315
use	0.00012030300056965925
would	0.00015506831674259611
little	0.00011986361780643915
ve	0.0001330801140169858
far	0.00011912066149772156
even	0.00012519726204375916
dod	0.00014516930155431088
ama	0.00011709938330488692
go	0.00013468986980783902
article	0.00010854782171981727
really	0.00011403003493798986
car	0.00014219210829879126
turn	0.00015539137573580987
anything	0.00011401334435910549
also	0.00013401074418493674
good	0.00014007457876344067
e	0.0001452122796614989
thanks	0.00010227667655743286
m	0.00013983038966384388
motorcycles	0.0001679906764711458
well	0.00014195212161811818
new	0.00013581619097751955
made	0.0001398779510208724
bike	0.00020478863417434912
side	0.0001331926077735513
time	0.00013466132625927047
didn	0.00012129496301136967
honda	0.00012599300735335935
still	0.00011380013567400198
used	0.0001227062332484891
4	0.0001322926577210273
way	0.00012974599055111898
list	0.00022048776286837885
edu	0.00012759523056825753
next	0.00011039387310961008
enough	0.00011927338029451351
bikes	0.0001528173250479455
1	0.00015373692210389703
motorcycle	0.00016250526662719002
first	0.0001397376990646349
say	0.00011100143432650392
could	0.0001251240900612672
make	0.00012846345847793503
re	0.00013128683119173576
better	0.0001390962801181087
may	0.00016023726063401597
left	0.00017359036568685064
got	0.00012365499278391557
sure	0.0001103290118445633
day	0.0001237826037155811
never	0.0001144152715425101
around	0.00012124544475743564
course	0.00014661004492027267
2	0.00015959114264758848
o	0.00043500743591475644
much	0.00012095328705922496
state	0.00012419310724831134
ll	0.00012726566399329226
